"category";"equip_name";"cost";"serial_number";"under_warrenty";"functionality";"status";"state";"district";"facility";"department";"manufacturer";"model";"price";"installation_date";"return_date";"borrow_date";"cluster"
"Diagnostic/Monitoring";"BP Machine";1000000;"QE33gwI";"No";"Active/in use";"Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"Store(Kendrapara)";"Anita Industries";"ELKOMETER";0;"27/8/19";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"GW00vyT";"No";"Active/in use";"Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"Store(Kendrapara)";"Anita Industries";"ELKOMETER";0;"27/8/19";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"SK83spP";"No";"Active/in use";"Not Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"Store(Kendrapara)";"Anita Industries";"ELKOMETER";0;"27/8/19";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"MY96tmF";"No";"Active/in use";"Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"Store(Kendrapara)";"Anita Industries";"ELKOMETER";0;"27/8/19";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"RL07gmN";"No";"Active/in use";"Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"Store(Kendrapara)";"Anita Industries";"ELKOMETER";0;"27/8/19";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"GB07ekT";"No";"Active/in use";"Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"Store(Kendrapara)";"Anita Industries";"ELKOMETER";0;"27/8/19";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"RY84umA";"No";"Active/in use";"Not Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"OPD(Kendrapara)";"Anita Industries";"ELKOMETER";0;"4/4/18";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"JD50mlU";"No";"Active/in use";"Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"Store(Kendrapara)";"Anita Industries";"ELKOMETER";0;"27/8/19";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"HO66wvD";"No";"Active/in use";"Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"OPD(Kendrapara)";"Anita Industries";"ELKOMETER";0;"4/4/18";"";"";1
"Laboratory";"Centrifuse Machine";6500000;"NI24zxO";"No";"Not in use";"Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"Pathology(Kendrapara)";"Hettich";"EBA8";0;"22/11/18";"";"";1
"Laboratory";"Centrifuse Machine";6500000;"LI06myK";"No";"Active/in use";"Not Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"Blood Bank(Kendrapara)";"Remi Elektrotechnik Limited";"C-852";0;"4/11/19";"";"";2
"Laboratory";"Centrifuse Machine";6500000;"CQ72unB";"No";"Active/in use";"Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"Pathology(Kendrapara)";"M/s Remi Electrotechnik Ltd";"JKLC-7987";9200;"23/11/11";"";"";1
"Laboratory";"Centrifuse Machine";6500000;"NW13dbO";"No";"Active/in use";"Not Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"Pathology(Kendrapara)";"Remi Elektrotechnik Limited";"RM12CBL";11800;"2/2/22";"";"";2
"Diagnostic/Monitoring";"ECG Machine";60000000;"HL34liK";"No";"Not in use";"Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"Store(Kendrapara)";"Maestros";"magicR";23400;"23/11/11";"";"";0
"Diagnostic/Monitoring";"ECG Machine";60000000;"FU17mnG";"No";"Not in use";"Not Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"Store(Kendrapara)";"Maestros";"magicR";23400;"23/11/11";"";"";0
"Laboratory";"Elisa Reader";100000000;"SG27zeX";"No";"Active/in use";"Not Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"Blood Bank(Kendrapara)";"Thermofisher Scientific";"multiscan EX";0;"23/12/19";"";"";2
"Laboratory";"Elisha Washer";100000000;"SD89dbE";"No";"Active/in use";"Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"Blood Bank(Kendrapara)";"BioRad";"PW40";0;"4/11/19";"";"";1
"Laboratory";"Semi Auto Analyser";125000000;"JG13ztA";"No";"Not in use";"Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"Pathology(Kendrapara)";"Merk Specialities Private Limited";"Mikra.";0;"8/3/11";"";"";0
"Laboratory";"Spectro Photometer";80000000;"EZ45kcW";"No";"Not in use";"Not Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"Pathology(Kendrapara)";" Elico";"SL117";0;"28/10/11";"";"";0
"Respiratory";"Suction machine";6500000;"SX30quH";"No";"Active/in use";"Not Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"OT(Kendrapara)";"Anand Surgical Industries";"Hi-vac";0;"16/7/12";"";"";2
"Respiratory";"Suction machine";6500000;"FG14dkW";"No";"Active/in use";"Not Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"OT(Kendrapara)";"Anand Surgical Industries";"Hi-vac";0;"16/7/12";"";"";2
"Respiratory";"Suction machine";6500000;"UG07geS";"No";"Active/in use";"Not Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"Store(Kendrapara)";"Anand Surgical Industries";"instavac";11500;"22/11/20";"";"";2
"Respiratory";"Suction machine";6500000;"WM63tiR";"No";"Not in use";"Not Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"OT(Kendrapara)";"Anand Surgical Industries";"instavac";0;"23/11/15";"";"";2
"Respiratory";"Suction machine";6500000;"ID37isD";"No";"Not in use";"Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"Labour Room(Kendrapara)";"Anand Surgical Industries";"instavac";0;"23/11/19";"";"";1
"Respiratory";"Suction machine";6500000;"WW52zlP";"No";"Active/in use";"Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"Store(Kendrapara)";"Anand Surgical Industries";"instavac";11500;"22/11/20";"";"";1
"Respiratory";"Suction machine";6500000;"XF31fzL";"No";"Active/in use";"Not Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"Store(Kendrapara)";"Anand Surgical Industries";"instavac";11500;"22/11/20";"";"";2
"Respiratory";"Suction machine";6500000;"QG40xgV";"No";"Active/in use";"Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"Store(Kendrapara)";"Anand Surgical Industries";"instavac";11500;"22/11/20";"";"";1
"Respiratory";"Suction machine";6500000;"LC84btA";"No";"Active/in use";"Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"Store(Kendrapara)";"Anand Surgical Industries";"instavac";11500;"22/11/20";"";"";1
"Respiratory";"Suction machine";6500000;"HT80toS";"No";"Active/in use";"Not Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"Store(Kendrapara)";"Anand Surgical Industries";"instavac";11500;"22/11/20";"";"";2
"Respiratory";"Suction machine";6500000;"QY08csC";"No";"Active/in use";"Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"OT(Kendrapara)";"ANAND SURGICAL INDUSTRIES (INDIA)";"Surgi-Vac";0;"11/1/16";"";"";1
"Respiratory";"Suction machine";6500000;"FS04grH";"No";"Active/in use";"Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"OT(Kendrapara)";"ANAND SURGICAL INDUSTRIES (INDIA)";"Surgi-Vac";0;"11/1/16";"";"";1
"Diagnostic/Monitoring";"Ultrasonography Machine";350000000;"FB37ciZ";"Yes";"Active/in use";"Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"Radiology(Kendrapara)";"Bluestar Limited";"MUS-702";565000;"7/9/21";"";"";1
"Diagnostic/Monitoring";"Ultrasonography Machine";350000000;"MJ03teB";"No";"Not in use";"Not Available";"Odisha";"Kendrapara";"Kendrapada-DHH";"Store(Kendrapara)";"L and T  Medical Equipment and systems";"Sonalisa";0;"23/11/11";"";"";0
"Laboratory";"Binocular Microscope";29788732;"GI06egY";"No";"Active/in use";"Available";"Odisha";"Khurda";"Khurda-DHH";"Pathology(Khurda)";"Nikon";"YS-100";0;"6/4/15";"";"";1
"Laboratory";"Binocular Microscope";29788732;"PV06oyH";"No";"Not in use";"Available";"Odisha";"Khurda";"Khurda-DHH";"Pathology(Khurda)";"Adelta Optec";"DN10";6915;"4/4/11";"";"";0
"Laboratory";"Binocular Microscope";29788732;"JY80liK";"No";"Active/in use";"Not Available";"Odisha";"Khurda";"Khurda-DHH";"Pathology(Khurda)";"Nikon";"YS-100";0;"6/4/15";"";"";2
"Laboratory";"Binocular Microscope";29788732;"OB28mjD";"No";"Not in use";"Available";"Odisha";"Khurda";"Khurda-DHH";"Pathology(Khurda)";"Adelta Optec";"DN10";6915;"4/4/11";"";"";0
"Laboratory";"Binocular Microscope";29788732;"SN89ljT";"No";"Active/in use";"Available";"Odisha";"Khurda";"Khurda-DHH";"Blood Bank(Khurda)";"FOCUS";"BPM 3";0;"1/4/13";"";"";1
"Laboratory";"Binocular Microscope";29788732;"XX37otB";"No";"Not in use";"Not Available";"Odisha";"Khurda";"Khurda-DHH";"Pathology(Khurda)";"Adelta Optec";"DN10";6915;"4/4/11";"";"";0
"Laboratory";"Binocular Microscope";29788732;"TU28xeW";"No";"Not in use";"Not Available";"Odisha";"Khurda";"Khurda-DHH";"Pathology(Khurda)";"Adelta Optec";"DN10";6915;"4/4/11";"";"";0
"Laboratory";"Binocular Microscope";29788732;"NH39nnL";"No";"Not in use";"Available";"Odisha";"Khurda";"Khurda-DHH";"Pathology(Khurda)";"Adelta Optec";"DN10";6915;"4/4/11";"";"";0
"Laboratory";"Binocular Microscope";29788732;"GF74igI";"No";"Not in use";"Not Available";"Odisha";"Khurda";"Khurda-DHH";"Pathology(Khurda)";"Adelta Optec";"DN10";6915;"4/4/11";"";"";0
"Laboratory";"Binocular Microscope";29788732;"AB09dvB";"No";"Active/in use";"Available";"Odisha";"Khurda";"Khurda-DHH";"Pathology(Khurda)";"Nikon";"YS-100";0;"6/4/15";"";"";1
"Laboratory";"Boyles Apparatus";85000000;"BB51huR";"No";"Active/in use";"Available";"Odisha";"Khurda";"Khurda-DHH";"OT(Khurda)";"Allied";"Jupiter 200";93874;"8/6/20";"";"";1
"Laboratory";"Boyles Apparatus";85000000;"SX30huU";"No";"Active/in use";"Not Available";"Odisha";"Khurda";"Khurda-DHH";"OT(Khurda)";"Datex Ohmeda";"BOYLE Basic";0;"4/4/11";"";"";2
"Laboratory";"Centrifuse Machine";45000000;"IB21bbT";"No";"Not in use";"Available";"Odisha";"Khurda";"Khurda-DHH";"Pathology(Khurda)";"Remi Elektrotechnik Limited";"Cenrtifuse";6254;"5/12/11";"";"";0
"Laboratory";"Centrifuse Machine";45000000;"YU42wuX";"No";"Not in use";"Not Available";"Odisha";"Khurda";"Khurda-DHH";"Pathology(Khurda)";"Remi Elektrotechnik Limited";"Cenrtifuse";6254;"5/12/11";"";"";0
"Laboratory";"Centrifuse Machine";45000000;"UI51ycD";"No";"Not in use";"Available";"Odisha";"Khurda";"Khurda-DHH";"Pathology(Khurda)";"Remi Elektrotechnik Limited";"Cenrtifuse";0;"2/4/13";"";"";1
"Laboratory";"Centrifuse Machine";45000000;"NL88ntN";"No";"Active/in use";"Not Available";"Odisha";"Khurda";"Khurda-DHH";"Pathology(Khurda)";"Remi Elektrotechnik Limited";"Centrifuse";0;"4/4/11";"";"";2
"Laboratory";"Centrifuse Machine";45000000;"LH42pnG";"No";"Active/in use";"Not Available";"Odisha";"Khurda";"Khurda-DHH";"Blood Bank(Khurda)";"Remi Elektrotechnik Limited";"Cenrtifuse";0;"1/4/13";"";"";2
"Laboratory";"Centrifuse Machine";45000000;"ZG09oaT";"No";"Active/in use";"Available";"Odisha";"Khurda";"Khurda-DHH";"Pathology(Khurda)";"Remi Elektrotechnik Limited";"Cenrtifuse";0;"2/4/13";"";"";1
"Laboratory";"Centrifuse Machine";45000000;"GA16jsH";"No";"Not in use";"Not Available";"Odisha";"Khurda";"Khurda-DHH";"Pathology(Khurda)";"Remi Elektrotechnik Limited";"Cenrtifuse";6850;"9/3/21";"";"";2
"Laboratory";"Colorimeter";5000000;"GY74tzN";"No";"Not in use";"Available";"Odisha";"Khurda";"Khurda-DHH";"Pathology(Khurda)";"M/s Merck Limited India";"Eazylab";27900;"28/9/11";"";"";0
"Diagnostic/Monitoring";"ECG Machine";60000000;"GL58kfZ";"Yes";"Active/in use";"Not Available";"Odisha";"Khurda";"Khurda-DHH";"Radiology(Khurda)";"M/s BPL limited";"Cardiart 6208";61700;"30/3/22";"";"";2
"Diagnostic/Monitoring";"ECG Machine";60000000;"TV09rmC";"No";"Not in use";"Available";"Odisha";"Khurda";"Khurda-DHH";"Radiology(Khurda)";"M/s Maestros Mediline Systems Limited";"Maestros - Magic";11700;"29/9/11";"";"";0
"Diagnostic/Monitoring";"ECG Machine";60000000;"MV24zyK";"No";"Active/in use";"Available";"Odisha";"Khurda";"Khurda-DHH";"Radiology(Khurda)";"Clarity medical";"ECG50";25480;"24/7/18";"";"";1
"Diagnostic/Monitoring";"ECG Machine";60000000;"JZ88lsE";"No";"Not in use";"Not Available";"Odisha";"Khurda";"Khurda-DHH";"Radiology(Khurda)";"Clarity medical";"ECG50";25480;"24/7/18";"";"";2
"Laboratory";"Elisa Reader";90000000;"PI85iaB";"No";"Active/in use";"Not Available";"Odisha";"Khurda";"Khurda-DHH";"Blood Bank(Khurda)";"Thermofisher Scientific";"multiscan EX";0;"4/4/07";"";"";0
"Laboratory";"Elisha Washer";90000000;"QR26erN";"No";"Active/in use";"Not Available";"Odisha";"Khurda";"Khurda-DHH";"Blood Bank(Khurda)";"BioRad";"PW40";0;"4/4/07";"";"";0
"Diagnostic/Monitoring";"Fetal Doppler";3000000;"CV08qfI";"No";"Active/in use";"Available";"Odisha";"Khurda";"Khurda-DHH";"OT(Khurda)";"MEHER";"FDM001";6900;"30/3/20";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";40000000;"DM82enY";"Yes";"Active/in use";"Available";"Odisha";"Khurda";"Khurda-DHH";"Paediatric(Khurda)";"M/s BPL limited";"CLEO PLUS";46095;"28/3/22";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";40000000;"EV25pqV";"No";"Active/in use";"Available";"Odisha";"Khurda";"Khurda-DHH";"OT(Khurda)";"Masimo";"Redical-7.";62100;"28/3/20";"";"";1
"Laboratory";"Semi Auto Analyser";100000000;"OK73reX";"Yes";"Active/in use";"Available";"Odisha";"Khurda";"Khurda-DHH";"Pathology(Khurda)";"M/s Robonik India Pvt Ltd";"Prietest";100000;"2/6/21";"";"";1
"Laboratory";"Semi Auto Analyser";100000000;"NC78xrT";"No";"Not in use";"Not Available";"Odisha";"Khurda";"Khurda-DHH";"Pathology(Khurda)";"Merk Specialities Private Limited";"Mikra.";0;"29/9/11";"";"";0
"Laboratory";"Spectro Photometer";80000000;"PO67kgQ";"No";"Not in use";"Not Available";"Odisha";"Khurda";"Khurda-DHH";"Pathology(Khurda)";"Elico";"SL117";0;"28/9/11";"";"";0
"Respiratory";"Suction machine";3500000;"VU83wyH";"No";"Active/in use";"Not Available";"Odisha";"Khurda";"Khurda-DHH";"Male Medicine(Khurda)";"Surgi Vac";"Sucction App.";0;"1/4/13";"";"";2
"Respiratory";"Suction machine";3500000;"AZ47hgX";"No";"Not in use";"Available";"Odisha";"Khurda";"Khurda-DHH";"OT(Khurda)";"Anand Surgical Industries";"OP-108";0;"4/4/11";"";"";0
"Respiratory";"Suction machine";3500000;"EH61zpK";"No";"Not in use";"Not Available";"Odisha";"Khurda";"Khurda-DHH";"OT(Khurda)";"Anand Surgical Industries";"OP-108";0;"4/4/11";"";"";0
"Respiratory";"Suction machine";3500000;"EK43rsH";"No";"Not in use";"Available";"Odisha";"Khurda";"Khurda-DHH";"OT(Khurda)";"Anand Surgical Industries";"OP-108";0;"4/4/11";"";"";0
"Respiratory";"Suction machine";10000000;"EP85gcF";"No";"Active/in use";"Available";"Odisha";"Khurda";"Khurda-DHH";"OT(Khurda)";"Bacin And co";"Surgix";0;"4/4/11";"";"";1
"Respiratory";"Suction machine";10000000;"SK63smR";"Yes";"Active/in use";"Not Available";"Odisha";"Khurda";"Khurda-DHH";"Labour Room(Khurda)";"Supreme";"Instaavac";11500;"25/2/21";"";"";2
"Respiratory";"Suction machine";10000000;"EZ68pkM";"No";"Not in use";"Not Available";"Odisha";"Khurda";"Khurda-DHH";"PPC(Khurda)";"Supreme";"Instaavac";11500;"22/7/20";"";"";2
"Respiratory";"Suction machine";10000000;"AS07anA";"No";"Active/in use";"Not Available";"Odisha";"Khurda";"Khurda-DHH";"PPC(Khurda)";"Supreme";"Instaavac";11500;"22/7/20";"";"";2
"Respiratory";"Suction machine";10000000;"LD31fhG";"Yes";"Active/in use";"Not Available";"Odisha";"Khurda";"Khurda-DHH";"Labour Room(Khurda)";"Supreme";"Instaavac";11500;"25/2/21";"";"";2
"Respiratory";"Suction machine";10000000;"IA10bqN";"Yes";"Not in use";"Available";"Odisha";"Khurda";"Khurda-DHH";"OT(Khurda)";"Supreme";"Instaavac";11500;"22/7/20";"";"";1
"Respiratory";"Suction machine";10000000;"BS45qpI";"Yes";"Active/in use";"Available";"Odisha";"Khurda";"Khurda-DHH";"OT(Khurda)";"Supreme";"Instaavac";11500;"22/7/20";"";"";1
"Respiratory";"Suction machine";10000000;"SJ83fyF";"No";"Active/in use";"Available";"Odisha";"Khurda";"Khurda-DHH";"OT(Khurda)";"Anand Surgical Industries";"OP-108";0;"4/4/11";"";"";1
"Respiratory";"Suction machine";10000000;"HX85poH";"No";"Active/in use";"Available";"Odisha";"Khurda";"Khurda-DHH";"OT(Khurda)";"ANAND SURGICAL INDUSTRIES (INDIA)";"HI-VAC JR";0;"4/4/11";"";"";1
"Laboratory";"Tube Sealer";120000000;"HO55sgT";"No";"Active/in use";"Available";"Odisha";"Khurda";"Khurda-DHH";"Blood Bank(Khurda)";"BIO LINE INDIA";"BBS-04";0;"1/4/13";"";"";1
"Diagnostic/Monitoring";"Ultrasonography Machine";350000000;"PI41wqR";"No";"Not in use";"Not Available";"Odisha";"Khurda";"Khurda-DHH";"Radiology(Khurda)";"L and T  Medical Equipment and systems";"Sonalisa";348000;"29/9/11";"";"";0
"Diagnostic/Monitoring";"ABG";350000000;"IF82hwM";"Yes";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"ICU";"Alera";"Epoc";345450;"28/5/21";"";"";1
"Diagnostic/Monitoring";"ABG";350000000;"XU87xlJ";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"ICU";"OSMETECH CRITICAL CARE";"OPTIC CCA-TS";280000;"23/1/13";"";"";2
"Diagnostic/Monitoring";"ABG";350000000;"LU78yvX";"No";"Not in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"ICU";"Roche Diagnostics";"AVL993";101400;"10/3/04";"";"";0
"Diagnostic/Monitoring";"ABG";350000000;"FZ11akH";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"ICU";"ALERE MEDICAL";"Epoc";312550;"1/1/21";"";"";2
"Diagnostic/Monitoring";"ABG";350000000;"AO95sxL";"No";"Not in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"ICU";"Eschweiler";"COMBISYS2";721344;"26/3/13";"";"";1
"Diagnostic/Monitoring";"ABG";350000000;"NB19nvO";"No";"Not in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"ICU";"Eschweiler";"COMBISYS BGA PT-640";0;"24/1/19";"";"";2
"Laboratory";"Boyles Apparatus";150000000;"TZ91ynP";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Neuro Surgery(MKCG MCH)";"Drager Medical";"PEDIUS C";114400;"19/5/12";"";"";2
"Laboratory";"Boyles Apparatus";150000000;"YQ00laY";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Plastic Surgery(MKCG MCH)";"IOL";"IOL01";0;"1/5/95";"";"";0
"Diagnostic/Monitoring";"BP Machine";1000000;"BK29lkR";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Surgery(MKCG MCH)";"Anita Industries";"ELKOMETER";2250;"12/9/14";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"KN98zoT";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Pulmonary Medicine(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"30/12/14";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"JS94kjR";"No";"Not in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Pulmonary Medicine(MKCG MCH)";"Life Line care";"BP instrument.";0;"30/12/12";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"SY34nlV";"No";"Not in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Pulmonary Medicine(MKCG MCH)";"Medicare";"MCP";0;"30/12/12";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"HI90ppJ";"No";"Not in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Pulmonary Medicine(MKCG MCH)";"Medicare";"MCP";0;"30/12/12";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"LJ13nuZ";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"ENT(MKCG MCH)";"Diomond";"BPMR-120";0;"31/1/15";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"ZB84mvK";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"ENT(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"30/12/16";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"PR10xeX";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"ENT(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"30/12/16";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"RL21znW";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"CTVS(MKCG MCH)";"Anita Industries";"PIONEER (SPM300)";0;"30/12/16";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"AU62jbS";"No";"Not in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"CTVS(MKCG MCH)";"Anita Industries";"PIONEER (SPM300)";0;"30/12/16";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"SE91exR";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"CTVS(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"30/12/16";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"KO21npV";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"CTVS(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"30/12/16";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"YY36txM";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Surgery(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"30/12/16";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"RE31esR";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Surgery(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"30/12/16";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"UI98mcE";"No";"Not in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Surgery(MKCG MCH)";"Namat Shree Vinayak Udyog";"NAMATT";0;"30/12/16";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"EV97rrS";"No";"Not in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Surgery(MKCG MCH)";"Namat Shree Vinayak Udyog";"NAMATT";0;"30/12/16";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"KR57ksM";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Surgery(MKCG MCH)";"Medicare";"MCP";0;"30/12/14";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"MV65qmN";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Surgery(MKCG MCH)";"Medicare";"MCP";0;"30/12/14";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"OD56nbN";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Surgery(MKCG MCH)";"Medicare";"MCP";0;"30/12/14";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"GB35teZ";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Surgery(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"31/12/15";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"VB20nlC";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Surgery(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"31/12/15";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"YF16eiS";"No";"Not in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Surgery(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"30/12/16";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"PM12jsG";"No";"Not in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Surgery(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"30/12/16";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"JI22loP";"No";"Not in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Surgery(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"30/12/16";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"QC55zwR";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Surgery(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"30/12/13";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"NZ31ouW";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Surgery(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"30/12/13";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"OF06zxR";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Surgery(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"30/12/13";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"QF54voL";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Surgery(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"30/12/13";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"HR36wbL";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Surgery(MKCG MCH)";" Nova Phone";"NOVAFONE";0;"30/12/06";"";"";0
"Diagnostic/Monitoring";"BP Machine";1000000;"CY50owS";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Surgery(MKCG MCH)";"Namat Shree Vinayak Udyog";"NAMATT";640;"22/5/08";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"LJ02tnD";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Surgery(MKCG MCH)";"Anita Industries";"ELKOMETER";2250;"12/9/14";"";"";1
"Diagnostic/Monitoring";"BP Machine";1000000;"CA74htY";"No";"Active/in use";"Not Available";"Odisha";"Ganjam";"MKCG MCH";"Casuality(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"27/9/17";"";"";2
"Diagnostic/Monitoring";"BP Machine";1000000;"RC37iuH";"No";"Active/in use";"Available";"Odisha";"Ganjam";"MKCG MCH";"Casuality(MKCG MCH)";"Anita Industries";"ELKOMETER";0;"28/9/18";"";"";1
